Name,Court,Position,Biodata,DOB,City_Village_Birth,District_Birth,State_Birth,Start_Date_Appointment,End_Date_Appointment,Reason_Leaving_Appointment,Sex_Source,Sex,ID,Source_of_Recruitment,Enrollment_Year,LLB_Institutition,Other_Bachelors_Institution,Other_Bachelors_Degree,Other_Masters_Degree,Other_Masters_Institution,LLM_Institutition,PhD_Instituition,PhD_Subject,Processed_Name_For_Merges,Image,Duplicated_Jud
SRI JUSTCE A.RAGHUVIR,Andhra Pradesh High Court,Judge,"Hon'ble Sri Justice A. Raghuvir was born on 22nd March, 1929. Educated at Mahaboobia College, Secunderabad, Osmania College, Warangal, Osmania University, Hyderabad. Had his Law Degree from Law College, Hyderabad. Enrolled as I-Grade Pleader on 3.8.1951 and as an Advocate on 10.10.1952 at the Erstwhile Hyderabad High Court. Worked as Government Pleader from 1967 to 1969. He was a Counsel for South Central Railway till appointment, as permanent Judge of the High Court of Andhra Pradesh with effect from 17.10.1974., Performed the functions of Chief Justice during 30.09.1958 to 09.10.1985 and 02.02.1988 to 18.03.1988. Appointed as Chief Justice Gauhathi High Court on 30.04.1988. Expired on 21.07.2007.]",22.03.1929,,,,18.03.1988,30.04.1988,Transfer or Promotion,M,M,3957,BAR,1952,"Osmania University, Hyderabad","Osmania University, Hyderabad",,,,,,,JUSTCE A.RAGHUVIR,https://tshc.gov.in//img/fjudges/arj.jpg,
SRI JUSTCE A.RAGHUVIR,Gauhati High Court,Chief Justice,"Hon'ble Sri Justice A. Raghuvir was born on 22nd March, 1929. Educated at Mahaboobia College, Secunderabad, Osmania College, Warangal, Osmania University, Hyderabad. Had his Law Degree from Law College, Hyderabad. Enrolled as I-Grade Pleader on 3.8.1951 and as an Advocate on 10.10.1952 at the Erstwhile Hyderabad High Court. Worked as Government Pleader from 1967 to 1969. He was a Counsel for South Central Railway till appointment, as permanent Judge of the High Court of Andhra Pradesh with effect from 17.10.1974., Performed the functions of Chief Justice during 30.09.1958 to 09.10.1985 and 02.02.1988 to 18.03.1988. Appointed as Chief Justice Gauhathi High Court on 30.04.1988. Expired on 21.07.2007.]",22.03.1929,,,,30.04.1988,,,M,M,3957,BAR,1952,"Osmania University, Hyderabad","Osmania University, Hyderabad",,,,,,,JUSTCE A.RAGHUVIR,https://tshc.gov.in//img/fjudges/arj.jpg,
SRI JUSTICE A ABHISHEK REDDY,Telangana High Court,Judge,"Honourable Sri Justice A.Abhishek Reddy is the son Sri A.Pulla Reddy, Advocate, and Smt.Dr.A.Shashirekha Reddy, born on 07th November, 1967, and hails from Lingampally village, Manchal Mandal, Ranga Reddy District. He has done his schooling from St.Pauls High School, Hyderguda, Intermediate from Little Flower Junior College, Uppal. On completion of graduation in Arts from Nizam College, Hyderabad, obtained Law Degree from University College of Law, Osmania University, in the year 1990 and enrolled as Advocate in the erstwhile Bar Council of Andhra Pradesh at Hyderabad, in July, 1990. After enrolment, he has joined the chambers of his father Sri A.Pulla Reddy (one of the senior most Members of the Bar, practising Law from 1952 onwards). He has practised in various branches of Law before various Tribunals, Forums, Revenue authorities and Courts including District Court, Ranga Reddy District, City Civil Court, Hyderabad, and the High Court of Andhra Pradesh and handled cases mainly involving Constitutional, Arbitration, Administration, Civil, Family, Revenue, Land Acquisition, and various other branches of Law, both on the original and appellate side. He completed his LL.M. from Washington College of Law, The American University, Washington D.C., in the year 1993 and resumed practise. He was appointed as Government Pleader-cum-Public Prosecutor in the Special Court under A.P.Land Grabbing Prohibition Act in the year 2004 and worked as Government Pleader for Higher and Technical Education, in the High Court of Andhra Pradesh from 2007 to 2009. He was the Standing Counsel for many institutions including Telangana State Council of Higher Education TSCHE, Jawaharlal Nehru Technological University JNTU, Hyderabad, Jawaharlal Nehru Architecture and Fine Arts University JNAFAU, Telangana Fee Regulatory Committee TFRC and various other organizations in the High Court. He has appeared on behalf of Hyderabad Metropolitan Development Authority HMDA, Telangana State Board of Intermediate Education TSBIE, Chattisgarh Board of Secondary Education, Pondicherry Urban Development Agency PUDA, Greater Hyderabad Municipal Corporation GHMC and State Board of Technical Education and Training SBTET in the High Court for the State of Telangana at Hyderabad. Elevated to the Bench as Permanent Judge, High Court for the State of Telangana at Hyderabad, on 26th August, 2019.",07.11.1967,,,,26.08.2019,,,M,M,4115,BAR,1990,"Osmania University, Hyderabad","Nizam College, Hyderabad",B. A.,,,"Washington College of Law, The American University, Washington D.C.",,,A ABHISHEK REDDY,https://tshc.gov.in/judgeImageView.action?judgetype=P&cjornot=N&judcode=1008,
SRI JUSTICE A. GANGADHARA RAO,Andhra Pradesh High Court,Additional Judge,"Hon'ble Sri Justice A. Gangadhara Rao was born on 1st July, 1921 in Nellore District. After having scholastic career, passed his Intermediate examination with distinction in History. Graduation from Madras University from 1940 and obtained his Law Degree from Bombay University. Secured First Class in LL.B. Enrolled as an Advocate of the Bombay High Court in the year 1948 and practised at Nellore from 1948 to 1954. Shifted to Guntur and later to Hyderabad and set up his practice in the High Court. Worked in the Chambers of late Sri Justice M. Seshachalapati who was then the Government Pleader. Was appointed as Additional Public Prosecutor and worked in that capacity from 1966 to 1969. He was also elected as President, High Court Advocates’ Association during 1973-74. Associated himself with student movement and was detained for about one year in 1942 in Central Jail, Vellore. Awarded Tamrapatra in 1974. Attended the World Conference for Peace and Disarmament as a Member of the Indian Delegation at Stockholm in Sweden in 1958. A social worker and Vice-President of Andhra Mahila Sabha Trust Board Elevated as an Additional Judge of the Andhra Pradesh High Court for a period of 2 years from 7.3.1975 and later appointed as permanent Judge of the A.P. High Court from 30.6.1976. He retired on 1.7.1983 F.N.]",01.07.1921,,,,07.03.1975,30.06.1976,Transfer or Promotion,M,M,3958,BAR,1948,Bombay University,Madras University,,,,,,,A. GANGADHARA RAO,https://tshc.gov.in//img/fjudges/aggrj.jpg,
SRI JUSTICE A. GANGADHARA RAO,Andhra Pradesh High Court,Judge,"Hon'ble Sri Justice A. Gangadhara Rao was born on 1st July, 1921 in Nellore District. After having scholastic career, passed his Intermediate examination with distinction in History. Graduation from Madras University from 1940 and obtained his Law Degree from Bombay University. Secured First Class in LL.B. Enrolled as an Advocate of the Bombay High Court in the year 1948 and practised at Nellore from 1948 to 1954. Shifted to Guntur and later to Hyderabad and set up his practice in the High Court. Worked in the Chambers of late Sri Justice M. Seshachalapati who was then the Government Pleader. Was appointed as Additional Public Prosecutor and worked in that capacity from 1966 to 1969. He was also elected as President, High Court Advocates’ Association during 1973-74. Associated himself with student movement and was detained for about one year in 1942 in Central Jail, Vellore. Awarded Tamrapatra in 1974. Attended the World Conference for Peace and Disarmament as a Member of the Indian Delegation at Stockholm in Sweden in 1958. A social worker and Vice-President of Andhra Mahila Sabha Trust Board Elevated as an Additional Judge of the Andhra Pradesh High Court for a period of 2 years from 7.3.1975 and later appointed as permanent Judge of the A.P. High Court from 30.6.1976. He retired on 1.7.1983 F.N.]",01.07.1921,,,,30.06.1976,01.07.1983,Formal Retirement,M,M,3958,BAR,1948,Bombay University,Madras University,,,,,,,A. GANGADHARA RAO,https://tshc.gov.in//img/fjudges/aggrj.jpg,
SRI JUSTICE A. GOPAL RAO,Andhra Pradesh High Court,Judge,"Hon'ble Sri Justice A. Gopal Rao was born on 15.7.1934 at Madanapalle, Chittoor District. Passed B.Sc.LL.B. Science graduate from the Presidency College of Madras. Law Degree from the Osmania University in the year 1958. Enrolled as an Advocate of High Court of Andhra Pradesh in the year 1959. Practised with his father up to 1972 after that independently practiced. Appointed as permanent Judge of High Court of Andhra Pradesh on 25.11.1991. Retired on 15.7.1996]",15.07.1934,Madanapalle,Chittoor,Andhra Pradesh,25.11.1991,15.07.1996,Formal Retirement,M,M,3999,BAR,1959,"Osmania University, Hyderabad","Presidency College, Madras",B. Sc.,,,,,,A. GOPAL RAO,https://tshc.gov.in//img/fjudges/agj.jpg,
SRI JUSTICE A. GOPAL REDDY,Andhra Pradesh High Court,Additional Judge,"Hon'ble Sri Justice A. Gopal Reddy was born in an agriculturist family on 20th December, 1949 in Indupriyal village, Doulatabad Mandal, Medak District of Andhra Pradesh, India. He had Primary education in the village school at Narsingi, Medak District. High School education in Zilla Parishad High School at Alwal. Studied PUC in New Science College, Hyderabad. Obtained B.A., degree from Sardar Patel college, Hyderabad. Obtained Law Degree in the year 1977 from Osmania University. Enrolled as an Advocate in the Bar Council of Andhra Pradesh on 02.02.1978 and joined in the office of Sri Upendralal Waghray who was later elevated to the Bench in July, 1983. Since then practiced independently in High Court and City Civil Courts, Hyderabad., Appointed as Additional Central Government standing Counsel for three years in the month of August, 1995. Appointed as Government pleader for Endowments, Forest, Environment and Energy for three years w.e.f., 28.07.1997. Standing Counsel for Canara Bank; Power Grid Corporation of India; M/s Ceat India Limited; Hyderabad Public School, Begumpet, Ramanthapur, Hyderabad; Andhra Mahila Sabha Arts &amp; Science college, Hyderabad and panel Advocate for State Bank of India and State Bank of Hyderabad. Appointed as Additional Judge of High Court of Andhra Pradesh w.e.f.17.05.1999 and as Judge w.e.f. 20.04.2000. Retired on attaining the age of Superannuation ie., 62 years, on 19.12.2011 A.N.]",20.12.1949,Indupriyal,Medak,Andhra Pradesh,17.05.1999,20.04.2000,Transfer or Promotion,M,M,4057,BAR,1978,"Osmania University, Hyderabad",Sardar Patel Arts and Commerce College,B. A.,,,,,,A. GOPAL REDDY,https://tshc.gov.in//img/fjudges/agrj.jpg,
SRI JUSTICE A. GOPAL REDDY,Andhra Pradesh High Court,Judge,"Hon'ble Sri Justice A. Gopal Reddy was born in an agriculturist family on 20th December, 1949 in Indupriyal village, Doulatabad Mandal, Medak District of Andhra Pradesh, India. He had Primary education in the village school at Narsingi, Medak District. High School education in Zilla Parishad High School at Alwal. Studied PUC in New Science College, Hyderabad. Obtained B.A., degree from Sardar Patel college, Hyderabad. Obtained Law Degree in the year 1977 from Osmania University. Enrolled as an Advocate in the Bar Council of Andhra Pradesh on 02.02.1978 and joined in the office of Sri Upendralal Waghray who was later elevated to the Bench in July, 1983. Since then practiced independently in High Court and City Civil Courts, Hyderabad., Appointed as Additional Central Government standing Counsel for three years in the month of August, 1995. Appointed as Government pleader for Endowments, Forest, Environment and Energy for three years w.e.f., 28.07.1997. Standing Counsel for Canara Bank; Power Grid Corporation of India; M/s Ceat India Limited; Hyderabad Public School, Begumpet, Ramanthapur, Hyderabad; Andhra Mahila Sabha Arts &amp; Science college, Hyderabad and panel Advocate for State Bank of India and State Bank of Hyderabad. Appointed as Additional Judge of High Court of Andhra Pradesh w.e.f.17.05.1999 and as Judge w.e.f. 20.04.2000. Retired on attaining the age of Superannuation ie., 62 years, on 19.12.2011 A.N.]",20.12.1949,Indupriyal,Medak,Andhra Pradesh,20.04.2000,19.12.2011,Formal Retirement,M,M,4057,BAR,1978,"Osmania University, Hyderabad",Sardar Patel Arts and Commerce College,B. A.,,,,,,A. GOPAL REDDY,https://tshc.gov.in//img/fjudges/agrj.jpg,
SRI JUSTICE A. HANUMANTHU,Andhra Pradesh High Court,Additional Judge,"Hon'ble Sri Justice A. Hanumanthu was born on 01.07.1937 mudigubba, Kadiri Taluq, Anantapur District. Passed M.A., LL.B. B.A. degree from Government Arts College, Anantapur. M.A. LL.B, from Nagapur University. Enrolled as an advocate on 07.07.1961. Joined in Judicial service as Munsif Magistrate on 06.07.1974. In 1976 promoted as a Subordinate Judge. In 1982 promoted as District and Sessions Judge. Elevated as Additional Judge, High Court. Retired on 01.07.1999.]",01.07.1937,Mudigubba,Anantapur,Andhra Pradesh,,01.07.1999,Formal Retirement,M,M,4021,SERVICE,1961,Nagapur University,"Government Arts College, Anantapur",B. A.,M.A.,Nagpur University,,,,A. HANUMANTHU,https://tshc.gov.in//img/fjudges/ahj.jpg,
SRI JUSTICE A. LAKSHMAN RAO,Andhra Pradesh High Court,Judge,"Hon'ble Sri Justice A. Lakshman Rao was born on 14.1.1934 at Vellalur Village in Ponnur Taluk at Guntur District. Passed B.Sc.,B.L. Degree from Hindu College, Guntur, Law Degree from Madras University, Madras. Enrolled as an advocate in January, 1959 and joined in the Chambers of Sri Thota Lakshmaiah who was a Judge of Andhra Pradesh High Court. Appointed as a permanent Judge of High Court of Andhra Pradesh on 10.12.1982. Acted as Acting Chief Justice of High Court of Andhra Pradesh from 1.7.92 to 12.10.92; 16.1.93 to 31.1.92; 2.7.93 to 13.12.93; 4.4.94 to 23.4.94; 20.6.94 to 8.7.94; 3.8.94 to 23.9.94; later transferred to Allahabad High Court as Chief Justice from 24.2.1995.]",14.01.1934,Vellalur,Guntur,Andhra Pradesh,10.12.1982,01.07.1992,Temporary Position,M,M,3976,BAR,1959,"Law College, Madras","Hindu College, Guntur",B. Sc.,,,,,,A. LAKSHMAN RAO,https://tshc.gov.in//img/fjudges/alrj.jpg,
SRI JUSTICE A. LAKSHMAN RAO,Andhra Pradesh High Court,Acting Chief Justice,"Hon'ble Sri Justice A. Lakshman Rao was born on 14.1.1934 at Vellalur Village in Ponnur Taluk at Guntur District. Passed B.Sc.,B.L. Degree from Hindu College, Guntur, Law Degree from Madras University, Madras. Enrolled as an advocate in January, 1959 and joined in the Chambers of Sri Thota Lakshmaiah who was a Judge of Andhra Pradesh High Court. Appointed as a permanent Judge of High Court of Andhra Pradesh on 10.12.1982. Acted as Acting Chief Justice of High Court of Andhra Pradesh from 1.7.92 to 12.10.92; 16.1.93 to 31.1.92; 2.7.93 to 13.12.93; 4.4.94 to 23.4.94; 20.6.94 to 8.7.94; 3.8.94 to 23.9.94; later transferred to Allahabad High Court as Chief Justice from 24.2.1995.]",14.01.1934,Vellalur,Guntur,Andhra Pradesh,01.07.1992,12.10.1992,Temporary Position,M,M,3976,BAR,1959,"Law College, Madras","Hindu College, Guntur",B. Sc.,,,,,,A. LAKSHMAN RAO,https://tshc.gov.in//img/fjudges/alrj.jpg,
